Energy (meV),DOS
138.5,1.39E-21
138.6,1.19E-21
138.7,1.01E-21
138.8,8.60E-22
138.9,7.32E-22
139,6.22E-22
139.1,5.29E-22
139.2,4.50E-22
139.3,3.82E-22
139.4,3.25E-22
139.5,2.76E-22
139.6,2.34E-22
139.7,1.99E-22
139.8,1.69E-22
139.9,1.43E-22
140,1.21E-22
140.1,1.03E-22
140.2,8.72E-23
140.3,7.39E-23
140.4,6.26E-23
140.5,5.30E-23
140.6,4.49E-23
140.7,3.80E-23
140.8,3.21E-23
140.9,2.72E-23
141,2.30E-23
141.1,1.94E-23
141.2,1.64E-23
141.3,1.39E-23
141.4,1.17E-23
141.5,9.89E-24
141.6,8.34E-24
141.7,7.04E-24
141.8,5.94E-24
141.9,5.01E-24
142,4.22E-24
142.1,3.56E-24
142.2,3.00E-24
142.3,2.53E-24
142.4,2.13E-24
142.5,1.79E-24
142.6,1.51E-24
142.7,1.27E-24
142.8,1.07E-24
142.9,8.96E-25
143,7.53E-25
143.1,6.33E-25
143.2,5.32E-25
143.3,4.46E-25
143.4,3.75E-25
143.5,3.14E-25
143.6,2.64E-25
143.7,2.21E-25
143.8,1.86E-25
143.9,1.56E-25
144,1.30E-25
144.1,1.09E-25
144.2,9.15E-26
144.3,7.66E-26
144.4,6.41E-26
144.5,5.36E-26
144.6,4.49E-26
144.7,3.75E-26
144.8,3.14E-26
144.9,2.62E-26
145,2.19E-26
145.1,1.83E-26
145.2,1.53E-26
145.3,1.27E-26
145.4,1.06E-26
145.5,8.87E-27
145.6,7.40E-27
145.7,6.17E-27
145.8,5.14E-27
145.9,4.29E-27
146,3.57E-27
146.1,2.97E-27
146.2,2.47E-27
146.3,2.06E-27
146.4,1.71E-27
146.5,1.43E-27
146.6,1.19E-27
146.7,9.85E-28
146.8,8.19E-28
146.9,6.80E-28
147,5.65E-28
147.1,4.69E-28
147.2,3.89E-28
147.3,3.23E-28
147.4,2.68E-28
147.5,2.22E-28
147.6,1.84E-28
147.7,1.53E-28
147.8,1.26E-28
147.9,1.05E-28
148,8.67E-29
148.1,7.18E-29
148.2,5.94E-29
148.3,4.91E-29
148.4,4.06E-29
148.5,3.36E-29
148.6,2.78E-29
148.7,2.30E-29
148.8,1.90E-29
148.9,1.57E-29
149,1.29E-29
149.1,1.07E-29
149.2,8.80E-30
149.3,7.26E-30
149.4,5.98E-30
149.5,4.93E-30
149.6,4.06E-30
149.7,3.35E-30
149.8,2.76E-30
149.9,2.27E-30
150,1.87E-30
150.1,1.54E-30
150.2,1.26E-30
150.3,1.04E-30
150.4,8.55E-31
150.5,7.03E-31
150.6,5.77E-31
150.7,4.74E-31
150.8,3.89E-31
150.9,3.20E-31
151,2.62E-31
151.1,2.15E-31
151.2,1.76E-31
151.3,1.45E-31
151.4,1.19E-31
151.5,9.71E-32
151.6,7.95E-32
151.7,6.51E-32
151.8,5.33E-32
151.9,4.36E-32
152,3.57E-32
152.1,2.92E-32
152.2,2.39E-32
152.3,1.95E-32
152.4,1.59E-32
152.5,1.30E-32
152.6,1.06E-32
152.7,8.68E-33
152.8,7.09E-33
152.9,5.78E-33
153,4.72E-33
153.1,3.85E-33
153.2,3.14E-33
153.3,2.55E-33
153.4,2.08E-33
153.5,1.70E-33
153.6,1.38E-33
153.7,1.12E-33
153.8,9.14E-34
153.9,7.44E-34
154,6.05E-34
154.1,4.92E-34
154.2,3.99E-34
154.3,3.25E-34
154.4,2.64E-34
154.5,2.14E-34
154.6,1.74E-34
154.7,1.41E-34
154.8,1.14E-34
154.9,9.28E-35
155,7.52E-35
155.1,6.10E-35
155.2,4.94E-35
155.3,4.00E-35
155.4,3.24E-35
155.5,2.62E-35
155.6,2.12E-35
155.7,1.72E-35
155.8,1.39E-35
155.9,1.12E-35
156,9.08E-36
156.1,7.34E-36
156.2,5.93E-36
156.3,4.79E-36
156.4,3.86E-36
156.5,3.12E-36
156.6,2.52E-36
156.7,2.03E-36
156.8,1.64E-36
156.9,1.32E-36
157,1.06E-36
157.1,8.57E-37
157.2,6.90E-37
157.3,5.55E-37
157.4,4.47E-37
157.5,3.60E-37
157.6,2.89E-37
157.7,2.33E-37
157.8,1.87E-37
157.9,1.50E-37
158,1.21E-37
158.1,9.70E-38
158.2,7.79E-38
158.3,6.25E-38
158.4,5.02E-38
158.5,4.03E-38
158.6,3.23E-38
158.7,2.59E-38
158.8,2.08E-38
158.9,1.66E-38
159,1.33E-38
159.1,1.07E-38
159.2,8.54E-39
159.3,6.83E-39
159.4,5.47E-39
159.5,4.37E-39
159.6,3.50E-39
159.7,2.79E-39
159.8,2.23E-39
159.9,1.78E-39
160,1.42E-39
160.1,1.14E-39
160.2,9.08E-40
160.3,7.24E-40
160.4,5.78E-40
160.5,4.61E-40
160.6,3.67E-40
160.7,2.93E-40
160.8,2.33E-40
160.9,1.86E-40
161,1.48E-40
161.1,1.18E-40
161.2,9.37E-41
161.3,7.45E-41
161.4,5.92E-41
161.5,4.71E-41
161.6,3.74E-41
161.7,2.97E-41
161.8,2.36E-41
161.9,1.88E-41
162,1.49E-41
162.1,1.18E-41
162.2,9.37E-42
162.3,7.43E-42
162.4,5.89E-42
162.5,4.67E-42
162.6,3.70E-42
162.7,2.93E-42
162.8,2.32E-42
162.9,1.84E-42
163,1.45E-42
163.1,1.15E-42
163.2,9.10E-43
163.3,7.20E-43
163.4,5.69E-43
163.5,4.50E-43
163.6,3.55E-43
163.7,2.81E-43
163.8,2.21E-43
163.9,1.75E-43
164,1.38E-43
164.1,1.09E-43
164.2,8.58E-44
164.3,6.76E-44
164.4,5.33E-44
164.5,4.20E-44
164.6,3.31E-44
164.7,2.60E-44
164.8,2.05E-44
164.9,1.61E-44
165,1.27E-44
165.1,9.98E-45
165.2,7.84E-45
165.3,6.16E-45
165.4,4.84E-45
165.5,3.80E-45
165.6,2.99E-45
165.7,2.34E-45
165.8,1.84E-45
165.9,1.44E-45
166,1.13E-45
166.1,8.87E-46
166.2,6.96E-46
166.3,5.45E-46
166.4,4.27E-46
166.5,3.34E-46
166.6,2.62E-46
166.7,2.05E-46
166.8,1.60E-46
166.9,1.25E-46
167,9.80E-47
167.1,7.66E-47
167.2,5.99E-47
167.3,4.68E-47
167.4,3.65E-47
167.5,2.85E-47
167.6,2.22E-47
167.7,1.74E-47
167.8,1.35E-47
167.9,1.06E-47
168,8.23E-48
168.1,6.41E-48
168.2,5.00E-48
168.3,3.89E-48
168.4,3.03E-48
168.5,2.36E-48
168.6,1.84E-48
168.7,1.43E-48
168.8,1.11E-48
168.9,8.63E-49
169,6.71E-49
169.1,5.21E-49
169.2,4.05E-49
169.3,3.14E-49
169.4,2.44E-49
169.5,1.89E-49
169.6,1.47E-49
169.7,1.14E-49
169.8,8.83E-50
169.9,6.84E-50
170,5.30E-50
170.1,4.11E-50
170.2,3.18E-50
170.3,2.46E-50
170.4,1.91E-50
170.5,1.47E-50
170.6,1.14E-50
170.7,8.82E-51
170.8,6.81E-51
170.9,5.27E-51
171,4.07E-51
171.1,3.14E-51
171.2,2.43E-51
171.3,1.87E-51
171.4,1.44E-51
171.5,1.11E-51
171.6,8.59E-52
171.7,6.62E-52
171.8,5.10E-52
171.9,3.93E-52
172,3.03E-52
172.1,2.33E-52
172.2,1.79E-52
172.3,1.38E-52
172.4,1.06E-52
172.5,8.17E-53
172.6,6.28E-53
172.7,4.82E-53
172.8,3.71E-53
172.9,2.85E-53
173,2.19E-53
173.1,1.68E-53
173.2,1.29E-53
173.3,9.88E-54
173.4,7.57E-54
173.5,5.81E-54
173.6,4.45E-54
173.7,3.41E-54
173.8,2.61E-54
173.9,2.00E-54
174,1.53E-54
174.1,1.17E-54
174.2,8.96E-55
174.3,6.86E-55
174.4,5.24E-55
174.5,4.01E-55
174.6,3.06E-55
174.7,2.34E-55
174.8,1.79E-55
174.9,1.36E-55
175,1.04E-55
