Energy (meV),DOS
139.2,3.09E-16
139.3,2.73E-16
139.4,2.40E-16
139.5,2.12E-16
139.6,1.86E-16
139.7,1.64E-16
139.8,1.44E-16
139.9,1.27E-16
140,1.12E-16
140.1,9.84E-17
140.2,8.65E-17
140.3,7.61E-17
140.4,6.68E-17
140.5,5.87E-17
140.6,5.16E-17
140.7,4.53E-17
140.8,3.98E-17
140.9,3.49E-17
141,3.07E-17
141.1,2.69E-17
141.2,2.36E-17
141.3,2.07E-17
141.4,1.81E-17
141.5,1.59E-17
141.6,1.39E-17
141.7,1.22E-17
141.8,1.07E-17
141.9,9.35E-18
142,8.19E-18
142.1,7.16E-18
142.2,6.27E-18
142.3,5.48E-18
142.4,4.79E-18
142.5,4.19E-18
142.6,3.66E-18
142.7,3.20E-18
142.8,2.80E-18
142.9,2.44E-18
143,2.13E-18
143.1,1.86E-18
143.2,1.62E-18
143.3,1.42E-18
143.4,1.24E-18
143.5,1.08E-18
143.6,9.39E-19
143.7,8.19E-19
143.8,7.13E-19
143.9,6.21E-19
144,5.41E-19
144.1,4.71E-19
144.2,4.10E-19
144.3,3.57E-19
144.4,3.10E-19
144.5,2.70E-19
144.6,2.35E-19
144.7,2.04E-19
144.8,1.77E-19
144.9,1.54E-19
145,1.34E-19
145.1,1.16E-19
145.2,1.01E-19
145.3,8.76E-20
145.4,7.60E-20
145.5,6.59E-20
145.6,5.72E-20
145.7,4.96E-20
145.8,4.30E-20
145.9,3.73E-20
146,3.23E-20
146.1,2.80E-20
146.2,2.42E-20
146.3,2.10E-20
146.4,1.81E-20
146.5,1.57E-20
146.6,1.36E-20
146.7,1.17E-20
146.8,1.02E-20
146.9,8.78E-21
147,7.59E-21
147.1,6.55E-21
147.2,5.66E-21
147.3,4.89E-21
147.4,4.22E-21
147.5,3.64E-21
147.6,3.14E-21
147.7,2.71E-21
147.8,2.34E-21
147.9,2.02E-21
148,1.74E-21
148.1,1.50E-21
148.2,1.29E-21
148.3,1.11E-21
148.4,9.57E-22
148.5,8.24E-22
148.6,7.09E-22
148.7,6.10E-22
148.8,5.25E-22
148.9,4.51E-22
149,3.88E-22
149.1,3.34E-22
149.2,2.87E-22
149.3,2.46E-22
149.4,2.12E-22
149.5,1.82E-22
149.6,1.56E-22
149.7,1.34E-22
149.8,1.15E-22
149.9,9.85E-23
150,8.45E-23
150.1,7.24E-23
150.2,6.21E-23
150.3,5.32E-23
150.4,4.56E-23
150.5,3.90E-23
150.6,3.34E-23
150.7,2.86E-23
150.8,2.45E-23
150.9,2.10E-23
151,1.79E-23
151.1,1.53E-23
151.2,1.31E-23
151.3,1.12E-23
151.4,9.57E-24
151.5,8.18E-24
151.6,6.98E-24
151.7,5.96E-24
151.8,5.09E-24
151.9,4.34E-24
152,3.71E-24
152.1,3.16E-24
152.2,2.70E-24
152.3,2.30E-24
152.4,1.96E-24
152.5,1.67E-24
152.6,1.42E-24
152.7,1.21E-24
152.8,1.03E-24
152.9,8.77E-25
153,7.47E-25
153.1,6.35E-25
153.2,5.40E-25
153.3,4.60E-25
153.4,3.91E-25
153.5,3.32E-25
153.6,2.82E-25
153.7,2.40E-25
153.8,2.04E-25
153.9,1.73E-25
154,1.47E-25
154.1,1.24E-25
154.2,1.06E-25
154.3,8.96E-26
154.4,7.59E-26
154.5,6.44E-26
154.6,5.46E-26
154.7,4.62E-26
154.8,3.92E-26
154.9,3.32E-26
155,2.81E-26
155.1,2.38E-26
155.2,2.01E-26
155.3,1.70E-26
155.4,1.44E-26
155.5,1.22E-26
155.6,1.03E-26
155.7,8.69E-27
155.8,7.35E-27
155.9,6.20E-27
156,5.24E-27
156.1,4.42E-27
156.2,3.73E-27
156.3,3.15E-27
156.4,2.66E-27
156.5,2.24E-27
156.6,1.89E-27
156.7,1.59E-27
156.8,1.34E-27
156.9,1.13E-27
157,9.53E-28
157.1,8.02E-28
157.2,6.75E-28
157.3,5.69E-28
157.4,4.78E-28
157.5,4.02E-28
157.6,3.38E-28
157.7,2.85E-28
157.8,2.39E-28
157.9,2.01E-28
158,1.69E-28
158.1,1.42E-28
158.2,1.19E-28
158.3,1.00E-28
158.4,8.39E-29
158.5,7.04E-29
158.6,5.91E-29
158.7,4.95E-29
158.8,4.15E-29
158.9,3.48E-29
159,2.92E-29
159.1,2.44E-29
159.2,2.05E-29
159.3,1.71E-29
159.4,1.43E-29
159.5,1.20E-29
159.6,1.00E-29
159.7,8.40E-30
159.8,7.03E-30
159.9,5.88E-30
160,4.91E-30
160.1,4.10E-30
160.2,3.43E-30
160.3,2.86E-30
160.4,2.39E-30
160.5,2.00E-30
160.6,1.67E-30
160.7,1.39E-30
160.8,1.16E-30
160.9,9.67E-31
161,8.06E-31
161.1,6.72E-31
161.2,5.60E-31
161.3,4.66E-31
161.4,3.88E-31
161.5,3.23E-31
161.6,2.69E-31
161.7,2.24E-31
161.8,1.86E-31
161.9,1.55E-31
162,1.29E-31
162.1,1.07E-31
162.2,8.90E-32
162.3,7.40E-32
162.4,6.15E-32
162.5,5.10E-32
162.6,4.24E-32
162.7,3.52E-32
162.8,2.92E-32
162.9,2.42E-32
163,2.01E-32
163.1,1.67E-32
163.2,1.38E-32
163.3,1.14E-32
163.4,9.48E-33
163.5,7.85E-33
163.6,6.50E-33
163.7,5.38E-33
163.8,4.46E-33
163.9,3.69E-33
164,3.05E-33
164.1,2.52E-33
164.2,2.09E-33
164.3,1.72E-33
164.4,1.43E-33
164.5,1.18E-33
164.6,9.73E-34
164.7,8.03E-34
164.8,6.63E-34
164.9,5.47E-34
165,4.52E-34
165.1,3.73E-34
165.2,3.07E-34
165.3,2.53E-34
165.4,2.09E-34
165.5,1.72E-34
165.6,1.42E-34
165.7,1.17E-34
165.8,9.62E-35
165.9,7.92E-35
166,6.52E-35
166.1,5.36E-35
166.2,4.41E-35
166.3,3.63E-35
166.4,2.98E-35
166.5,2.45E-35
166.6,2.01E-35
166.7,1.66E-35
166.8,1.36E-35
166.9,1.12E-35
167,9.16E-36
167.1,7.52E-36
167.2,6.17E-36
167.3,5.06E-36
167.4,4.15E-36
167.5,3.40E-36
167.6,2.79E-36
167.7,2.29E-36
167.8,1.87E-36
167.9,1.53E-36
168,1.26E-36
168.1,1.03E-36
168.2,8.41E-37
168.3,6.88E-37
168.4,5.63E-37
168.5,4.60E-37
168.6,3.76E-37
168.7,3.08E-37
168.8,2.51E-37
168.9,2.05E-37
169,1.68E-37
169.1,1.37E-37
169.2,1.12E-37
169.3,9.12E-38
169.4,7.44E-38
169.5,6.07E-38
169.6,4.95E-38
169.7,4.04E-38
169.8,3.29E-38
169.9,2.68E-38
170,2.18E-38
170.1,1.78E-38
170.2,1.45E-38
170.3,1.18E-38
170.4,9.59E-39
170.5,7.80E-39
170.6,6.34E-39
170.7,5.16E-39
170.8,4.19E-39
170.9,3.41E-39
171,2.77E-39
171.1,2.25E-39
171.2,1.83E-39
171.3,1.48E-39
171.4,1.20E-39
171.5,9.77E-40
171.6,7.92E-40
171.7,6.43E-40
171.8,5.21E-40
171.9,4.22E-40
172,3.42E-40
172.1,2.77E-40
172.2,2.25E-40
172.3,1.82E-40
172.4,1.47E-40
172.5,1.19E-40
172.6,9.65E-41
172.7,7.80E-41
172.8,6.31E-41
172.9,5.10E-41
173,4.12E-41
173.1,3.33E-41
173.2,2.69E-41
173.3,2.17E-41
173.4,1.76E-41
173.5,1.42E-41
173.6,1.14E-41
173.7,9.23E-42
173.8,7.45E-42
173.9,6.01E-42
174,4.84E-42
174.1,3.90E-42
174.2,3.15E-42
174.3,2.53E-42
174.4,2.04E-42
174.5,1.64E-42
174.6,1.32E-42
174.7,1.06E-42
174.8,8.57E-43
174.9,6.89E-43
175,5.54E-43
