Energy (meV),Original DOS (normalized),DOS
113.6,0,8.63E-18
113.7,0,7.25E-18
113.8,0,6.09E-18
113.9,0,5.11E-18
114,0,4.29E-18
114.1,0,3.60E-18
114.2,0,3.01E-18
114.3,0,2.53E-18
114.4,0,2.12E-18
114.5,0,1.77E-18
114.6,0,1.48E-18
114.7,0,1.24E-18
114.8,0,1.04E-18
114.9,0,8.66E-19
115,0,7.23E-19
115.1,0,6.04E-19
115.2,0,5.04E-19
115.3,0,4.21E-19
115.4,0,3.51E-19
115.5,0,2.92E-19
115.6,0,2.44E-19
115.7,0,2.03E-19
115.8,0,1.69E-19
115.9,0,1.41E-19
116,0,1.17E-19
116.1,0,9.72E-20
116.2,0,8.07E-20
116.3,0,6.71E-20
116.4,0,5.57E-20
116.5,0,4.62E-20
116.6,0,3.83E-20
116.7,0,3.18E-20
116.8,0,2.63E-20
116.9,0,2.18E-20
117,0,1.81E-20
117.1,0,1.50E-20
117.2,0,1.24E-20
117.3,0,1.02E-20
117.4,0,8.46E-21
117.5,0,6.99E-21
117.6,0,5.78E-21
117.7,0,4.77E-21
117.8,0,3.94E-21
117.9,0,3.25E-21
118,0,2.68E-21
118.1,0,2.21E-21
118.2,0,1.82E-21
118.3,0,1.50E-21
118.4,0,1.23E-21
118.5,0,1.01E-21
118.6,0,8.33E-22
118.7,0,6.85E-22
118.8,0,5.63E-22
118.9,0,4.62E-22
119,0,3.79E-22
119.1,0,3.11E-22
119.2,0,2.55E-22
119.3,0,2.09E-22
119.4,0,1.72E-22
119.5,0,1.41E-22
119.6,0,1.15E-22
119.7,0,9.41E-23
119.8,0,7.70E-23
119.9,0,6.30E-23
120,0,5.15E-23
120.1,0,4.20E-23
120.2,0,3.43E-23
120.3,0,2.80E-23
120.4,0,2.29E-23
120.5,0,1.86E-23
120.6,0,1.52E-23
120.7,0,1.24E-23
120.8,0,1.01E-23
120.9,0,8.21E-24
121,0,6.68E-24
121.1,0,5.44E-24
121.2,0,4.42E-24
121.3,0,3.59E-24
121.4,0,2.92E-24
121.5,0,2.37E-24
121.6,0,1.92E-24
121.7,0,1.56E-24
121.8,0,1.26E-24
121.9,0,1.02E-24
122,0,8.30E-25
122.1,0,6.72E-25
122.2,0,5.44E-25
122.3,0,4.40E-25
122.4,0,3.56E-25
122.5,0,2.88E-25
122.6,0,2.33E-25
122.7,0,1.88E-25
122.8,0,1.52E-25
122.9,0,1.22E-25
123,0,9.87E-26
123.1,0,7.96E-26
123.2,0,6.41E-26
123.3,0,5.17E-26
123.4,0,4.16E-26
123.5,0,3.35E-26
123.6,0,2.69E-26
123.7,0,2.17E-26
123.8,0,1.74E-26
123.9,0,1.40E-26
124,0,1.12E-26
124.1,0,9.01E-27
124.2,0,7.23E-27
124.3,0,5.80E-27
124.4,0,4.65E-27
124.5,0,3.73E-27
124.6,0,2.98E-27
124.7,0,2.39E-27
124.8,0,1.91E-27
124.9,0,1.53E-27
125,0,1.22E-27
125.1,0,9.77E-28
125.2,0,7.80E-28
125.3,0,6.23E-28
125.4,0,4.97E-28
125.5,0,3.97E-28
125.6,0,3.16E-28
125.7,0,2.52E-28
125.8,0,2.01E-28
125.9,0,1.60E-28
126,0,1.27E-28
126.1,0,1.01E-28
126.2,0,8.05E-29
126.3,0,6.40E-29
126.4,0,5.08E-29
126.5,0,4.04E-29
126.6,0,3.21E-29
126.7,0,2.54E-29
126.8,0,2.02E-29
126.9,0,1.60E-29
127,0,1.27E-29
127.1,0,1.00E-29
127.2,0,7.95E-30
127.3,0,6.29E-30
127.4,0,4.98E-30
127.5,0,3.93E-30
127.6,0,3.11E-30
127.7,0,2.46E-30
127.8,0,1.94E-30
127.9,0,1.53E-30
128,0,1.21E-30
128.1,0,9.52E-31
128.2,0,7.50E-31
128.3,0,5.91E-31
128.4,0,4.66E-31
128.5,0,3.66E-31
128.6,0,2.88E-31
128.7,0,2.27E-31
128.8,0,1.78E-31
128.9,0,1.40E-31
129,0,1.10E-31
129.1,0,8.64E-32
129.2,0,6.78E-32
129.3,0,5.32E-32
129.4,0,4.17E-32
129.5,0,3.27E-32
129.6,0,2.56E-32
129.7,0,2.00E-32
129.8,0,1.57E-32
129.9,0,1.23E-32
130,0,9.59E-33
130.1,0,7.49E-33
130.2,0,5.85E-33
130.3,0,4.57E-33
130.4,0,3.57E-33
130.5,0,2.78E-33
130.6,0,2.17E-33
130.7,0,1.69E-33
130.8,0,1.32E-33
130.9,0,1.03E-33
131,0,7.99E-34
131.1,0,6.22E-34
131.2,0,4.84E-34
131.3,0,3.76E-34
131.4,0,2.92E-34
131.5,0,2.27E-34
131.6,0,1.76E-34
131.7,0,1.37E-34
131.8,0,1.06E-34
131.9,0,8.22E-35
132,0,6.37E-35
132.1,0,4.93E-35
132.2,0,3.82E-35
132.3,0,2.96E-35
132.4,0,2.29E-35
132.5,0,1.77E-35
132.6,0,1.37E-35
132.7,0,1.06E-35
132.8,0,8.16E-36
132.9,0,6.30E-36
133,0,4.86E-36
133.1,0,3.75E-36
133.2,0,2.89E-36
133.3,0,2.22E-36
133.4,0,1.71E-36
133.5,0,1.32E-36
133.6,0,1.01E-36
133.7,0,7.80E-37
133.8,0,6.00E-37
133.9,0,4.61E-37
134,0,3.54E-37
134.1,0,2.72E-37
134.2,0,2.09E-37
134.3,0,1.60E-37
134.4,0,1.23E-37
134.5,0,9.40E-38
134.6,0,7.20E-38
134.7,0,5.51E-38
134.8,0,4.22E-38
134.9,0,3.23E-38
135,0,2.47E-38
135.1,0,1.89E-38
135.2,0,1.44E-38
135.3,0,1.10E-38
135.4,0,8.40E-39
135.5,0,6.41E-39
135.6,0,4.89E-39
135.7,0,3.73E-39
135.8,0,2.84E-39
135.9,0,2.16E-39
136,0,1.65E-39
136.1,0,1.25E-39
136.2,0,9.53E-40
136.3,0,7.24E-40
136.4,0,5.50E-40
136.5,0,4.18E-40
136.6,0,3.17E-40
136.7,0,2.41E-40
136.8,0,1.83E-40
136.9,0,1.38E-40
137,0,1.05E-40
137.1,0,7.95E-41
137.2,0,6.02E-41
137.3,0,4.56E-41
137.4,0,3.45E-41
137.5,0,2.61E-41
137.6,0,1.97E-41
137.7,0,1.49E-41
137.8,0,1.12E-41
137.9,0,8.48E-42
138,0,6.40E-42
138.1,0,4.82E-42
138.2,0,3.64E-42
138.3,0,2.74E-42
138.4,0,2.06E-42
138.5,0,1.55E-42
138.6,0,1.17E-42
138.7,0,8.79E-43
138.8,0,6.61E-43
138.9,0,4.97E-43
139,0,3.73E-43
139.1,0,2.80E-43
139.2,0,2.10E-43
139.3,0,1.58E-43
139.4,0,1.18E-43
139.5,0,8.86E-44
139.6,0,6.63E-44
139.7,0,4.97E-44
139.8,0,3.72E-44
139.9,0,2.78E-44
140,0,2.08E-44
140.1,0,1.55E-44
140.2,0,1.16E-44
140.3,0,8.67E-45
140.4,0,6.47E-45
140.5,0,4.83E-45
140.6,0,3.60E-45
140.7,0,2.68E-45
140.8,0,2.00E-45
140.9,0,1.49E-45
141,0,1.11E-45
141.1,0,8.25E-46
141.2,0,6.13E-46
141.3,0,4.56E-46
141.4,0,3.39E-46
141.5,0,2.52E-46
141.6,0,1.87E-46
141.7,0,1.39E-46
141.8,0,1.03E-46
141.9,0,7.62E-47
142,0,5.65E-47
142.1,0,4.18E-47
142.2,0,3.10E-47
142.3,0,2.29E-47
142.4,0,1.70E-47
142.5,0,1.25E-47
142.6,0,9.27E-48
142.7,0,6.85E-48
142.8,0,5.06E-48
142.9,0,3.73E-48
143,0,2.75E-48
143.1,0,2.03E-48
143.2,0,1.50E-48
143.3,0,1.10E-48
143.4,0,8.12E-49
143.5,0,5.98E-49
143.6,0,4.40E-49
143.7,0,3.23E-49
143.8,0,2.38E-49
143.9,0,1.75E-49
144,0,1.28E-49
144.1,0,9.42E-50
144.2,0,6.91E-50
144.3,0,5.07E-50
144.4,0,3.72E-50
144.5,0,2.72E-50
144.6,0,2.00E-50
144.7,0,1.46E-50
144.8,0,1.07E-50
144.9,0,7.82E-51
145,0,5.72E-51
145.1,0,4.18E-51
145.2,0,3.05E-51
145.3,0,2.23E-51
145.4,0,1.63E-51
145.5,0,1.19E-51
145.6,0,8.66E-52
145.7,0,6.31E-52
145.8,0,4.60E-52
145.9,0,3.35E-52
146,0,2.44E-52
146.1,0,1.77E-52
146.2,0,1.29E-52
146.3,0,9.37E-53
146.4,0,6.81E-53
146.5,0,4.95E-53
146.6,0,3.59E-53
146.7,0,2.61E-53
146.8,0,1.89E-53
146.9,0,1.37E-53
147,0,9.93E-54
147.1,0,7.19E-54
147.2,0,5.21E-54
147.3,0,3.77E-54
147.4,0,2.72E-54
147.5,0,1.97E-54
147.6,0,1.42E-54
147.7,0,1.03E-54
147.8,0,7.43E-55
147.9,0,5.36E-55
148,0,3.87E-55
148.1,0,2.79E-55
148.2,0,2.01E-55
148.3,0,1.45E-55
148.4,0,1.04E-55
148.5,0,7.51E-56
148.6,0,5.40E-56
148.7,0,3.88E-56
148.8,0,2.79E-56
148.9,0,2.01E-56
149,0,1.44E-56
149.1,0,1.03E-56
149.2,0,7.42E-57
149.3,0,5.32E-57
149.4,0,3.81E-57
149.5,0,2.73E-57
149.6,0,1.96E-57
149.7,0,1.40E-57
149.8,0,1.00E-57
149.9,0,7.18E-58
150,0,5.13E-58
150.1,0,3.67E-58
150.2,0,2.62E-58
150.3,0,1.87E-58
150.4,0,1.33E-58
150.5,0,9.52E-59
150.6,0,6.79E-59
150.7,0,4.84E-59
150.8,0,3.45E-59
150.9,0,2.45E-59
151,0,1.75E-59
151.1,0,1.24E-59
151.2,0,8.84E-60
151.3,0,6.28E-60
151.4,0,4.46E-60
151.5,0,3.17E-60
151.6,0,2.25E-60
151.7,0,1.60E-60
151.8,0,1.13E-60
151.9,0,8.03E-61
152,0,5.69E-61
152.1,0,4.03E-61
152.2,0,2.85E-61
152.3,0,2.02E-61
152.4,0,1.43E-61
152.5,0,1.01E-61
152.6,0,7.13E-62
152.7,0,5.04E-62
152.8,0,3.56E-62
152.9,0,2.51E-62
153,0,1.77E-62
153.1,0,1.25E-62
153.2,0,8.80E-63
153.3,0,6.20E-63
153.4,0,4.37E-63
153.5,0,3.07E-63
153.6,0,2.16E-63
153.7,0,1.52E-63
153.8,0,1.07E-63
153.9,0,7.51E-64
154,0,5.27E-64
154.1,0,3.70E-64
154.2,0,2.60E-64
154.3,0,1.82E-64
154.4,0,1.28E-64
154.5,0,8.95E-65
154.6,0,6.27E-65
154.7,0,4.39E-65
154.8,0,3.07E-65
154.9,0,2.15E-65
155,0,1.50E-65
155.1,0,1.05E-65
155.2,0,7.33E-66
155.3,0,5.12E-66
155.4,0,3.57E-66
155.5,0,2.49E-66
155.6,0,1.74E-66
155.7,0,1.21E-66
155.8,0,8.43E-67
155.9,0,5.87E-67
156,0,4.09E-67
156.1,0,2.84E-67
156.2,0,1.98E-67
156.3,0,1.37E-67
156.4,0,9.55E-68
156.5,0,6.63E-68
156.6,0,4.60E-68
156.7,0,3.19E-68
156.8,0,2.21E-68
156.9,0,1.53E-68
157,0,1.06E-68
157.1,0,7.37E-69
157.2,0,5.10E-69
157.3,0,3.53E-69
157.4,0,2.44E-69
157.5,0,1.69E-69
157.6,0,1.17E-69
157.7,0,8.05E-70
157.8,0,5.56E-70
157.9,0,3.84E-70
158,0,2.65E-70
158.1,0,1.82E-70
158.2,0,1.26E-70
158.3,0,8.66E-71
158.4,0,5.97E-71
158.5,0,4.11E-71
158.6,0,2.82E-71
158.7,0,1.94E-71
158.8,0,1.33E-71
158.9,0,9.17E-72
159,0,6.30E-72
159.1,0,4.32E-72
159.2,0,2.97E-72
159.3,0,2.03E-72
159.4,0,1.39E-72
159.5,0,9.55E-73
159.6,0,6.54E-73
159.7,0,4.48E-73
159.8,0,3.06E-73
159.9,0,2.10E-73
160,0,1.43E-73
160.1,0,9.79E-74
160.2,0,6.69E-74
160.3,0,4.57E-74
160.4,0,3.12E-74
160.5,0,2.13E-74
160.6,0,1.45E-74
160.7,0,9.87E-75
160.8,0,6.73E-75
160.9,0,4.58E-75
161,0,3.12E-75
161.1,0,2.12E-75
161.2,0,1.44E-75
161.3,0,9.80E-76
161.4,0,6.66E-76
161.5,0,4.52E-76
161.6,0,3.07E-76
161.7,0,2.08E-76
161.8,0,1.41E-76
161.9,0,9.57E-77
162,0,6.48E-77
162.1,0,4.39E-77
162.2,0,2.97E-77
162.3,0,2.01E-77
162.4,0,1.36E-77
162.5,0,9.19E-78
162.6,0,6.21E-78
162.7,0,4.20E-78
162.8,0,2.83E-78
162.9,0,1.91E-78
163,0,1.29E-78
163.1,0,8.69E-79
163.2,0,5.86E-79
163.3,0,3.95E-79
163.4,0,2.66E-79
163.5,0,1.79E-79
163.6,0,1.20E-79
163.7,0,8.09E-80
163.8,0,5.44E-80
163.9,0,3.65E-80
164,0,2.45E-80
164.1,0,1.65E-80
164.2,0,1.10E-80
164.3,0,7.40E-81
164.4,0,4.96E-81
164.5,0,3.33E-81
164.6,0,2.23E-81
164.7,0,1.49E-81
164.8,0,9.97E-82
164.9,0,6.67E-82
165,0,4.46E-82
165.1,0,2.98E-82
165.2,0,1.99E-82
165.3,0,1.33E-82
165.4,0,8.86E-83
165.5,0,5.91E-83
165.6,0,3.94E-83
165.7,0,2.63E-83
165.8,0,1.75E-83
165.9,0,1.16E-83
166,0,7.75E-84
166.1,0,5.16E-84
166.2,0,3.43E-84
166.3,0,2.28E-84
166.4,0,1.51E-84
166.5,0,1.01E-84
166.6,0,6.67E-85
166.7,0,4.43E-85
166.8,0,2.93E-85
166.9,0,1.95E-85
167,0,1.29E-85
167.1,0,8.53E-86
167.2,0,5.65E-86
167.3,0,3.74E-86
167.4,0,2.47E-86
167.5,0,1.63E-86
167.6,0,1.08E-86
167.7,0,7.13E-87
167.8,0,4.71E-87
167.9,0,3.11E-87
168,0,2.05E-87
168.1,0,1.35E-87
168.2,0,8.90E-88
168.3,0,5.86E-88
168.4,0,3.86E-88
168.5,0,2.54E-88
168.6,0,1.67E-88
168.7,0,1.10E-88
168.8,0,7.22E-89
168.9,0,4.74E-89
169,0,3.11E-89
169.1,0,2.04E-89
169.2,0,1.34E-89
169.3,0,8.79E-90
169.4,0,5.76E-90
169.5,0,3.77E-90
169.6,0,2.47E-90
169.7,0,1.62E-90
169.8,0,1.06E-90
169.9,0,6.92E-91
170,0,4.53E-91
170.1,0,2.96E-91
170.2,0,1.93E-91
170.3,0,1.26E-91
170.4,0,8.22E-92
170.5,0,5.36E-92
170.6,0,3.50E-92
170.7,0,2.28E-92
170.8,0,1.48E-92
170.9,0,9.66E-93
171,0,6.29E-93
171.1,0,4.09E-93
171.2,0,2.66E-93
171.3,0,1.73E-93
171.4,0,1.12E-93
171.5,0,7.29E-94
171.6,0,4.73E-94
171.7,0,3.07E-94
171.8,0,1.99E-94
171.9,0,1.29E-94
172,0,8.35E-95
172.1,0,5.41E-95
172.2,0,3.50E-95
172.3,0,2.27E-95
172.4,0,1.46E-95
172.5,0,9.47E-96
172.6,0,6.12E-96
172.7,0,3.95E-96
172.8,0,2.55E-96
172.9,0,1.65E-96
173,0,1.06E-96
173.1,0,6.84E-97
173.2,0,4.41E-97
173.3,0,2.84E-97
173.4,0,1.83E-97
173.5,0,1.18E-97
173.6,0,7.57E-98
173.7,0,4.86E-98
173.8,0,3.13E-98
173.9,0,2.01E-98
174,0,1.29E-98
174.1,0,8.27E-99
174.2,0,5.31E-99
174.3,0,3.40E-99
174.4,0,2.18E-99
174.5,0,1.40E-99
174.6,0,8.95E-100
174.7,0,5.73E-100
174.8,0,3.66E-100
174.9,0,2.34E-100
175,0,1.50E-100
